,id,date,store_nbr,item_nbr,unit_sales,onpromotion
46265024,46265024,2015-05-07,50,1167175,8.0,False
65809304,65809304,2015-12-24,14,1457000,2.0,False
106548158,106548158,2017-02-17,24,954796,9.0,False
39215613,39215613,2015-01-12,25,463901,1.0,False
54833160,54833160,2015-08-25,25,1079220,1.0,False
68527729,68527729,2016-01-23,51,812716,5.0,False
92362563,92362563,2016-09-29,11,2010964,1.0,False
29053176,29053176,2014-08-14,36,857327,4.0,False
50067650,50067650,2015-06-28,23,1214325,7.0,False
7141664,7141664,2013-06-18,40,214862,1.0,
64326703,64326703,2015-12-08,39,1373408,4.0,False
102147949,102147949,2017-01-06,12,114790,6.0,False
45986972,45986972,2015-05-03,36,1390351,1.0,False
70754392,70754392,2016-02-16,31,514144,19.0,False
64511274,64511274,2015-12-10,41,1473475,7.603,False
17865371,17865371,2014-01-25,46,929627,24.0,
67419644,67419644,2016-01-12,1,264299,2.0,False
72043650,72043650,2016-03-01,15,664539,1.0,False
63061132,63061132,2015-11-25,11,1938600,1.0,False
71863894,71863894,2016-02-28,23,1463596,1.0,False
123838496,123838496,2017-07-31,9,732006,7.0,False
26642480,26642480,2014-07-07,1,789224,4.0,False
87580552,87580552,2016-08-10,9,1959817,6.0,True
96596089,96596089,2016-11-11,29,2011243,1.0,False
53708205,53708205,2015-08-11,50,155601,2.0,False
34102087,34102087,2014-10-29,50,1379210,2.0,False
101815352,101815352,2017-01-03,5,1080756,1.0,True
75018769,75018769,2016-04-01,31,1463484,2.0,False
50412218,50412218,2015-07-02,37,214381,3.0,False
94247102,94247102,2016-10-18,29,1176559,1.0,True
75578657,75578657,2016-04-07,9,364829,3.0,False
69430917,69430917,2016-02-02,29,890214,10.0,False
20872505,20872505,2014-03-19,47,699745,17.526,
16996964,16996964,2014-01-12,16,554144,3.0,
33776896,33776896,2014-10-25,14,265559,75.0,False
56022240,56022240,2015-09-08,7,302997,5.0,False
84665882,84665882,2016-07-11,7,1945851,42.0,False
56861116,56861116,2015-09-18,1,1584574,7.0,False
85708499,85708499,2016-07-22,5,1948448,6.0,False
40540649,40540649,2015-02-04,4,365139,9.0,False
49723288,49723288,2015-06-24,2,215352,21.0,False
12545098,12545098,2013-10-15,14,1091369,13.0,
11709554,11709554,2013-09-27,23,671079,3.0,
1255212,1255212,2013-02-02,1,928477,2.0,
26576539,26576539,2014-07-06,4,723210,14.0,False
113438846,113438846,2017-04-24,3,2026631,9.0,True
73133353,73133353,2016-03-12,36,1695979,3.085,False
12295414,12295414,2013-10-09,49,421066,4.0,
58612258,58612258,2015-10-07,44,1010752,7.0,False
112795673,112795673,2017-04-17,51,1719504,3.463,False
8374249,8374249,2013-07-16,7,155610,3.0,
70926575,70926575,2016-02-18,24,108797,6.0,False
55753868,55753868,2015-09-05,7,1342008,2.0,False
54320560,54320560,2015-08-19,18,1238497,2.0,True
24455884,24455884,2014-05-27,30,1121616,4.0,False
84721982,84721982,2016-07-11,42,2007088,1.0,False
36678431,36678431,2014-12-05,13,557241,5.573,False
73634984,73634984,2016-03-17,50,264752,1.0,False
60628704,60628704,2015-10-29,51,1324668,3.0,False
55568804,55568804,2015-09-02,54,1418022,4.0,False
42078316,42078316,2015-03-01,36,1047686,2.0,False
15911147,15911147,2013-12-23,4,793345,1.0,
6567387,6567387,2013-06-05,49,158680,17.0,
46340446,46340446,2015-05-09,5,1422849,1.0,False
33632896,33632896,2014-10-23,8,371438,4.0,False
73706597,73706597,2016-03-18,40,964753,4.0,False
44419292,44419292,2015-04-08,23,1146496,10.0,False
103352014,103352014,2017-01-17,43,1975598,1.0,False
15866105,15866105,2013-12-22,11,1003679,37.0,
51376885,51376885,2015-07-14,28,362548,14.0,False
41259259,41259259,2015-02-16,7,1397797,4.0,False
13230564,13230564,2013-10-30,11,1047743,6.0,
24018865,24018865,2014-05-18,36,1014865,4.0,False
27485252,27485252,2014-07-19,38,1696052,64.0,False
46430420,46430420,2015-05-10,26,115611,4.0,False
89142375,89142375,2016-08-26,37,108698,4.0,True
119908348,119908348,2017-06-23,54,1943792,28.0,False
110509171,110509171,2017-03-27,6,329362,2.0,False
89416028,89416028,2016-08-29,24,1173210,4.0,False
68301100,68301100,2016-01-21,30,1473393,7.72,False
18172436,18172436,2014-01-30,38,1464005,21.0,
90045120,90045120,2016-09-04,46,1936510,1.0,False
581500,581500,2013-01-16,19,1037857,5.0,
4718090,4718090,2013-04-24,48,358096,7.0,
51683785,51683785,2015-07-18,19,114790,10.0,False
114137891,114137891,2017-04-30,39,1045449,9.0,True
85886543,85886543,2016-07-23,50,1089844,27.0,False
36822071,36822071,2014-12-07,9,1354714,18.0,False
92489890,92489890,2016-09-30,37,1463855,16.0,False
120366224,120366224,2017-06-28,16,1173853,1.0,True
83046336,83046336,2016-06-24,28,996597,3.0,False
16481794,16481794,2014-01-04,18,368624,4.0,
48976480,48976480,2015-06-14,35,223434,7.0,False
124017310,124017310,2017-08-01,47,692106,3.0,False
4541142,4541142,2013-04-20,41,215370,2.0,
50853119,50853119,2015-07-07,53,1441513,1.0,False
20071147,20071147,2014-03-07,18,457556,1.0,
25956660,25956660,2014-06-25,45,1229576,3.0,False
116268695,116268695,2017-05-20,39,793346,2.0,False
40600064,40600064,2015-02-05,4,1047773,9.0,False
44946626,44946626,2015-04-16,54,1242670,6.0,False
26028870,26028870,2014-06-27,11,638978,6.0,False
86572186,86572186,2016-07-31,3,1230461,6.0,False
98725576,98725576,2016-12-03,5,1228319,9.0,False
14928304,14928304,2013-12-03,50,507457,12.0,
45226953,45226953,2015-04-21,25,464536,8.0,False
56424806,56424806,2015-09-12,49,464339,4.0,False
89785576,89785576,2016-09-02,17,468058,6.0,True
24497384,24497384,2014-05-28,18,1087467,6.0,False
6771910,6771910,2013-06-10,19,1087467,2.0,
99160792,99160792,2016-12-07,6,557286,2.0,True
23357394,23357394,2014-05-05,7,213653,4.0,False
14679990,14679990,2013-11-29,7,819933,8.0,
83923693,83923693,2016-07-03,32,2007117,3.0,False
49224027,49224027,2015-06-17,43,220613,2.0,False
42605306,42605306,2015-03-10,5,253145,3.0,False
125489665,125489665,2017-08-15,51,464356,1.0,False
21728210,21728210,2014-04-02,18,638308,1.0,False
104252345,104252345,2017-01-26,32,1463862,4.0,False
3128318,3128318,2013-03-18,43,740714,2.0,
124588145,124588145,2017-08-07,8,1464941,9.0,False
54650744,54650744,2015-08-23,17,323013,18.0,False
86772562,86772562,2016-08-01,53,1110679,1.0,False
54066450,54066450,2015-08-16,14,261052,11.0,False
62977399,62977399,2015-11-24,16,915310,2.0,False
24389500,24389500,2014-05-26,6,692106,1.0,False
88559136,88559136,2016-08-20,24,1981836,2.0,False
3746334,3746334,2013-04-02,8,268834,3.0,
13689065,13689065,2013-11-08,48,319094,3.0,
113513879,113513879,2017-04-24,45,1284221,4.0,False
59377049,59377049,2015-10-16,9,1009997,1.0,False
118174052,118174052,2017-06-07,21,1695825,9.803,False
58694934,58694934,2015-10-08,41,1463765,3.0,False
107246785,107246785,2017-02-24,8,1111202,1.0,False
78408408,78408408,2016-05-06,41,404442,4.0,False
100138975,100138975,2016-12-16,41,1281011,5.0,False
42258722,42258722,2015-03-04,28,838215,10.0,False
51193433,51193433,2015-07-12,11,172343,32.0,False
26777258,26777258,2014-07-09,2,838413,5.0,False
119194340,119194340,2017-06-17,9,1239736,2.0,False
53970861,53970861,2015-08-15,8,812725,3.0,False
11637828,11637828,2013-09-25,44,641627,2.0,
39370461,39370461,2015-01-15,8,865147,4.0,False
62281871,62281871,2015-11-16,41,872317,2.0,False
91114359,91114359,2016-09-16,6,819231,4.297,True
104798828,104798828,2017-01-31,43,1397061,37.0,False
13512565,13512565,2013-11-05,9,1047707,1.0,
87028633,87028633,2016-08-04,33,949053,4.0,False
64795113,64795113,2015-12-13,41,617548,1.0,False
68712068,68712068,2016-01-25,48,1696041,17.0,False
98871187,98871187,2016-12-04,21,1695860,1.436,False
68402243,68402243,2016-01-22,38,1473428,11.0,False
54416264,54416264,2015-08-20,30,1053943,1.0,False
94991745,94991745,2016-10-26,14,805310,3.0,True
124138421,124138421,2017-08-02,52,1279049,3.0,False
117659196,117659196,2017-06-02,41,1047707,2.0,False
5024563,5024563,2013-05-02,1,522721,2.0,
71928923,71928923,2016-02-29,4,939662,7.0,False
83300987,83300987,2016-06-27,4,838409,2.0,False
42098350,42098350,2015-03-01,50,938567,38.0,False
97167121,97167121,2016-11-17,19,261052,64.0,True
118354007,118354007,2017-06-09,8,1239860,8.528,True
113675088,113675088,2017-04-26,20,1114924,1.0,False
13162686,13162686,2013-10-28,41,1047772,3.0,
123549130,123549130,2017-07-28,31,1686635,5.0,False
96426964,96426964,2016-11-09,40,1463993,11.0,False
87502772,87502772,2016-08-09,21,257847,1.0,False
71079261,71079261,2016-02-20,5,850334,1.0,False
21946099,21946099,2014-04-06,36,563654,1.0,False
86417406,86417406,2016-07-29,30,2010959,2.0,False
96438723,96438723,2016-11-09,46,558730,3.0,False
80138383,80138383,2016-05-24,40,1471903,1.0,False
87138522,87138522,2016-08-05,42,257847,4.0,False
14579362,14579362,2013-11-27,2,759697,5.0,
50808983,50808983,2015-07-07,24,1255777,8.0,False
42108128,42108128,2015-03-02,4,757888,11.0,False
51966673,51966673,2015-07-21,45,1033395,3.0,False
6432657,6432657,2013-06-02,49,838406,23.0,
99129521,99129521,2016-12-06,45,1976710,5.0,False
82582476,82582476,2016-06-19,28,407769,5.0,False
58219949,58219949,2015-10-03,31,1463865,24.0,False
46124302,46124302,2015-05-05,41,886398,2.0,False
104275669,104275669,2017-01-26,45,1369973,6.0,False
124926207,124926207,2017-08-10,29,329397,5.0,False
12818886,12818886,2013-10-21,9,862454,42.0,
28901462,28901462,2014-08-11,39,255198,1.0,False
25902938,25902938,2014-06-24,41,827911,2.0,False
108951570,108951570,2017-03-12,12,1464076,6.0,False
79963526,79963526,2016-05-22,46,1958193,28.0,False
91702511,91702511,2016-09-22,12,1085686,3.0,False
42167093,42167093,2015-03-03,2,222879,20.0,False
22293837,22293837,2014-04-13,35,352513,1.0,False
94111196,94111196,2016-10-17,3,2031309,5.0,False
92401140,92401140,2016-09-29,40,218728,4.0,False
90687601,90687601,2016-09-11,30,1166474,33.0,False
19353393,19353393,2014-02-22,46,1079215,2.0,
55741821,55741821,2015-09-05,1,1958200,6.0,False
9485195,9485195,2013-08-09,44,1047696,26.0,
120229623,120229623,2017-06-26,51,1686665,11.0,False
13046771,13046771,2013-10-26,14,750855,8.0,
71260800,71260800,2016-02-21,50,1368480,6.0,False
37399744,37399744,2014-12-15,4,1235364,1.0,False
118538165,118538165,2017-06-10,49,1689929,31.0,False
68510362,68510362,2016-01-23,44,1138053,5.0,False
119475852,119475852,2017-06-19,44,119023,2.0,False
42423282,42423282,2015-03-07,9,1328495,18.0,False
100062000,100062000,2016-12-15,51,558730,29.0,False
22376877,22376877,2014-04-15,14,377978,1.0,False
18452507,18452507,2014-02-04,40,903285,9.33,
16924462,16924462,2014-01-11,11,1457217,15.0,
81793279,81793279,2016-06-11,8,1472484,2.0,False
44229777,44229777,2015-04-05,18,1239912,11.0,False
121443432,121443432,2017-07-08,19,1403463,1.0,False
16116438,16116438,2013-12-28,2,730259,15.0,
67957045,67957045,2016-01-17,44,1463771,11.0,False
16415838,16415838,2014-01-03,18,985824,3.0,
105232514,105232514,2017-02-04,44,833644,6.0,False
62538191,62538191,2015-11-19,34,979199,3.0,False
62709354,62709354,2015-11-21,26,796396,1.0,False
114891292,114891292,2017-05-07,31,1949898,5.0,False
121467801,121467801,2017-07-08,32,2010269,3.0,False
67434998,67434998,2016-01-12,8,1177984,1.0,False
88223175,88223175,2016-08-16,48,1239807,4.0,False
66931297,66931297,2016-01-06,46,1458914,1.0,False
10582486,10582486,2013-09-02,38,1003679,1.0,
16539591,16539591,2014-01-05,9,579759,10.0,
737255,737255,2013-01-20,9,1084881,15.0,
65989105,65989105,2015-12-27,6,308726,4.0,False
4479199,4479199,2013-04-19,14,164647,21.0,
71211687,71211687,2016-02-21,24,1456994,1.0,False
62346915,62346915,2015-11-17,24,1314409,6.0,False
62421690,62421690,2015-11-18,14,1306197,3.0,False
72100908,72100908,2016-03-01,47,750856,19.0,True
109282271,109282271,2017-03-15,24,849135,12.0,True
11140984,11140984,2013-09-14,47,1047707,7.0,
65030364,65030364,2015-12-16,11,1161571,37.0,False
67674819,67674819,2016-01-14,47,1239901,45.149,False
123482503,123482503,2017-07-27,49,1039087,1.0,False
51339439,51339439,2015-07-14,1,1373944,1.0,False
18317045,18317045,2014-02-02,5,305080,114.0,
112595994,112595994,2017-04-16,4,1503855,3.471,False
104704826,104704826,2017-01-30,47,1457948,7.0,False
52917097,52917097,2015-08-02,23,554049,7.0,False
10950443,10950443,2013-09-10,36,802833,3.0,
3877315,3877315,2013-04-05,10,769312,4.0,
113352847,113352847,2017-04-23,17,2011080,2.0,False
22819230,22819230,2014-04-24,17,1239842,4.0,False
121053823,121053823,2017-07-04,36,2056557,9.0,True
50858252,50858252,2015-07-08,2,1502392,50.278,True
76410688,76410688,2016-04-15,54,1693652,20.0,False
112103070,112103070,2017-04-11,16,371438,5.0,False
96004516,96004516,2016-11-05,29,1162933,1.0,False
80322979,80322979,2016-05-26,43,1958166,14.0,False
35664352,35664352,2014-11-21,5,402175,3.0,False
5823701,5823701,2013-05-20,8,454326,6.0,
38251259,38251259,2014-12-27,24,958514,1.0,False
83952756,83952756,2016-07-03,47,271479,20.0,False
4214517,4214517,2013-04-13,5,929627,1.0,
42799194,42799194,2015-03-13,18,906980,2.0,False
42793911,42793911,2015-03-13,12,1354383,1.0,False
91513157,91513157,2016-09-20,9,949243,8.0,False
110812404,110812404,2017-03-30,5,1457181,5.0,False
33783325,33783325,2014-10-25,19,428054,9.0,False
5600602,5600602,2013-05-15,7,1083152,33.0,
107124642,107124642,2017-02-22,51,1489900,12.0,True
81789366,81789366,2016-06-11,7,208514,6.0,False
21859130,21859130,2014-04-04,51,1109325,8.0,False
25109404,25109404,2014-06-09,8,210798,5.0,False
31825090,31825090,2014-09-27,28,322095,3.0,False
20589485,20589485,2014-03-15,27,318847,1.0,
84571206,84571206,2016-07-10,11,1053944,3.0,False
12358564,12358564,2013-10-11,15,459804,5.0,
121676852,121676852,2017-07-10,25,1457178,2.0,False
34428608,34428608,2014-11-03,30,1070962,6.0,False
19178556,19178556,2014-02-19,11,1212452,1.0,
32831145,32831145,2014-10-11,39,848765,4.0,False
51067448,51067448,2015-07-10,40,313641,2.0,False
19938882,19938882,2014-03-05,16,260628,10.0,
92712382,92712382,2016-10-02,42,1179579,2.0,False
59970547,59970547,2015-10-22,37,417835,1.0,False
22088504,22088504,2014-04-09,27,795610,1.0,False
104991426,104991426,2017-02-02,32,557256,3.0,False
100116569,100116569,2016-12-16,28,844017,3.0,True
71212587,71212587,2016-02-21,25,457727,4.0,False
45295154,45295154,2015-04-22,32,1418845,2.0,False
54085840,54085840,2015-08-16,27,1464081,3.0,False
96865306,96865306,2016-11-14,7,575863,5.0,False
106487266,106487266,2017-02-16,46,522941,10.0,False
116263351,116263351,2017-05-20,36,2081139,1.0,False
81739848,81739848,2016-06-10,34,1958217,6.0,False
5156352,5156352,2013-05-04,54,828632,6.0,
34632460,34632460,2014-11-06,18,765518,1.0,False
94133687,94133687,2016-10-17,16,581742,2.0,True
24786768,24786768,2014-06-02,51,1239812,4.0,False
69088869,69088869,2016-01-30,4,1916579,7.0,False
109413665,109413665,2017-03-16,40,2011225,22.0,False
79257798,79257798,2016-05-15,27,1309856,2.0,False
59733279,59733279,2015-10-19,51,651523,8.0,True
109439305,109439305,2017-03-16,51,1458920,5.0,False
80008234,80008234,2016-05-23,16,939663,7.0,False
26766080,26766080,2014-07-08,48,470760,1.0,False
95727518,95727518,2016-11-02,44,1090419,3.0,False
59748189,59748189,2015-10-20,6,742735,4.0,False
104491349,104491349,2017-01-28,47,1933240,10.0,False
65800530,65800530,2015-12-24,9,472658,1.0,False
33394744,33394744,2014-10-19,41,220435,52.0,False
81925352,81925352,2016-06-12,28,1695882,7.229,False
73268842,73268842,2016-03-13,54,938576,4.0,False
3455691,3455691,2013-03-26,24,502331,61.0,
123648061,123648061,2017-07-29,27,517904,1.0,False
26749229,26749229,2014-07-08,36,1162935,14.0,False
74581852,74581852,2016-03-27,48,1345070,6.0,False
90843486,90843486,2016-09-13,7,567781,1.0,False
104460256,104460256,2017-01-28,34,551893,2.0,False
58410623,58410623,2015-10-05,29,1696015,6.0,False
77019630,77019630,2016-04-22,11,502331,16.0,True
37420896,37420896,2014-12-15,19,172184,1.0,False
42445029,42445029,2015-03-07,31,559680,9.0,False
93771193,93771193,2016-10-13,39,1939144,5.0,False
51605354,51605354,2015-07-17,20,1473478,9.311,False
25046206,25046206,2014-06-08,1,355091,2.0,False
56049811,56049811,2015-09-08,26,1239954,3.0,False
95418133,95418133,2016-10-30,40,1899450,8.0,True
70644140,70644140,2016-02-15,21,404333,9.0,False
27658171,27658171,2014-07-22,8,1089044,7.0,False
96565602,96565602,2016-11-11,9,692537,8.0,False
99344115,99344115,2016-12-08,51,1239793,1.0,False
120795327,120795327,2017-07-02,17,1239809,13.0,False
55652480,55652480,2015-09-03,53,849098,3.0,False
20878220,20878220,2014-03-19,50,1047756,3.0,
112222532,112222532,2017-04-12,27,1004550,23.0,False
1567569,1567569,2013-02-09,24,358561,8.0,
15246895,15246895,2013-12-10,8,752987,5.0,
117253834,117253834,2017-05-29,48,1160754,2.0,False
71032191,71032191,2016-02-19,34,1047675,1.0,False
101993235,101993235,2017-01-04,42,911429,6.0,False
33717605,33717605,2014-10-24,25,634008,2.414,True
92931918,92931918,2016-10-04,50,1898998,1.0,False
101815759,101815759,2017-01-03,5,1397062,1.0,False
24172228,24172228,2014-05-21,44,329397,7.0,False
73807908,73807908,2016-03-19,41,1226920,1.0,False
116312560,116312560,2017-05-21,3,1239741,8.0,False
114868914,114868914,2017-05-07,20,1321497,22.0,True
36632698,36632698,2014-12-04,37,1105210,7.0,False
2733350,2733350,2013-03-09,23,926958,3.0,
57996734,57996734,2015-10-01,10,949053,8.0,False
14086612,14086612,2013-11-16,54,314880,1.0,
48930575,48930575,2015-06-14,3,1047721,7.0,False
33634975,33634975,2014-10-23,9,692531,8.0,False
21873701,21873701,2014-04-05,11,968936,2.0,False
54066870,54066870,2015-08-16,14,911990,1.0,False
57358742,57358742,2015-09-23,44,1082578,7.0,False
116780744,116780744,2017-05-25,29,949299,4.0,False
122903736,122903736,2017-07-22,18,464334,2.0,False
16184424,16184424,2013-12-29,16,1148548,7.0,
68849916,68849916,2016-01-27,24,414426,5.0,False
6092244,6092244,2013-05-26,15,510052,4.0,
9283953,9283953,2013-08-05,15,1083517,3.0,
112320282,112320282,2017-04-13,25,564272,8.0,False
23243225,23243225,2014-05-02,51,890375,1.0,False
48468421,48468421,2015-06-08,4,1533184,5.0,False
52872785,52872785,2015-08-01,49,868529,31.0,False
53732794,53732794,2015-08-12,10,1463484,3.0,False
99307346,99307346,2016-12-08,34,115720,2.0,False
56738190,56738190,2015-09-16,31,414454,3.0,False
71735958,71735958,2016-02-27,7,594045,4.0,False
90487897,90487897,2016-09-09,30,724498,3.0,False
97767349,97767349,2016-11-23,23,907671,3.0,False
40557747,40557747,2015-02-04,18,1017349,0.89,False
97728256,97728256,2016-11-22,54,956012,1.0,False
54656838,54656838,2015-08-23,21,222879,71.0,False
72890470,72890470,2016-03-10,2,1464137,4.0,False
4685163,4685163,2013-04-24,4,517615,1.0,
38452314,38452314,2014-12-30,6,315180,36.0,False
92492463,92492463,2016-09-30,38,2010786,4.0,False
17806145,17806145,2014-01-24,51,219152,15.0,
114966469,114966469,2017-05-08,11,564534,21.0,False
63858220,63858220,2015-12-03,45,1084436,7.0,False
7867379,7867379,2013-07-04,45,929627,2.0,
74949767,74949767,2016-03-31,47,1239740,4.0,False
35786753,35786753,2014-11-22,46,1239789,39.0,False
21936010,21936010,2014-04-06,24,716958,1.0,False
97018818,97018818,2016-11-15,44,1226506,3.0,False
7289235,7289235,2013-06-22,4,675524,4.0,
35989811,35989811,2014-11-25,39,742738,3.0,False
45036924,45036924,2015-04-18,25,1047675,12.0,False
16523824,16523824,2014-01-04,51,959437,28.0,
69510138,69510138,2016-02-03,19,2026631,2.0,False
104511744,104511744,2017-01-29,3,1259952,1.0,False
77939244,77939244,2016-05-01,46,1046272,7.0,False
8980384,8980384,2013-07-29,45,418024,4.0,
